order_id,total_qty,total_weight_gr,total_returned_qty,Total Diskon,product_categories,num_product_categories,Status Pesanan,Alasan Pembatalan,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,_dataset_id,_dataset_name,_domain,_dataset_period,_source_file,_source_path
ORD_0004234,1,500,0,0,Celengan,1,Selesai,,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,8000,0,29912,8000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004235,1,500,0,0,Celengan,1,Selesai,,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. INDRAMAYU,JAWA BARAT,0,17000,19000,17000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004236,2,1500,0,0,Baskom / Mangkok Besar,1,Selesai,,Hemat Kargo-SPX Hemat,SPayLater,KOTA TANGERANG,BANTEN,0,8000,39380,8000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004237,1,2000,0,0,Bangku / Kursi Kecil,1,Selesai,,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BLITAR,JAWA TIMUR,0,20000,15000,20000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004238,1,500,0,0,Celengan,1,Selesai,,Reguler (Cashless)-JNE Reguler,Online Payment,KOTA DEPOK,JAWA BARAT,0,9500,20814,9500,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004239,5,25000,0,0,Tempat Nasi,1,Batal,Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar,Kargo,Indomaret/i.Saku,KOTA SERANG,BANTEN,0,0,0,52500,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004240,1,1000,0,0,Teko / Jug,1,Selesai,,Same Day-SPX Sameday,Saldo ShopeePay,KAB. TANGERANG,BANTEN,0,17500,115572,17500,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004241,1,500,0,0,Celengan,1,Selesai,,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BEKASI,JAWA BARAT,0,8000,17394,8000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004242,1,400,0,0,Pengolah Bumbu / Sayur,1,Selesai,,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PEKANBARU,RIAU,0,21000,43640,21000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
ORD_0004243,5,1000,0,0,Mangkok Sambal / Saus,1,Selesai,,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA TANGERANG,BANTEN,5000,15000,74334,20000,ecommerce_2024_12_december,E-Commerce Sales - December 2024,ecommerce_sales,2024-12,03_DecemberSales2024_clean.xlsx,data/raw/Indonesian_Ecommerce_sales/03_DecemberSales2024_clean.xlsx
